DOI,Title,Authors,Corresponding Authors,Institution,Date,Version,Type,Category,Xml,Published
10.1101/400572,Evaluation of tuberculosis treatment response with serial C-reactive protein measurements,"Wilson, D.; Moosa, M.-Y. S.; Cohen, T.; Cudahy, P. G. T.; Aldous, C.; Maartens, G.",Douglas  Wilson,Edendale Hospital,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/400572.source.xml,10.1093/ofid/ofy253
10.1101/401190,Cyclodextrin triggers MCOLN1-dependent endo-lysosome secretion in Niemann-Pick type C cells,"Vacca, F.; Vossio, S.; Mercier, V.; Moreau, D.; Johnson, S.; Paz Montoya, J.; Moniatte, M.; Gruenberg, J.",Jean  Gruenberg,University of Geneva,2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401190.source.xml,10.1194/jlr.m089979
10.1101/400291,Human pancreatic islet 3D chromatin architecture provides insights into the genetics of type 2 diabetes,"Miguel-Escalada, I.; Bonas-Guarch, S.; Cebola, I.; Ponsa-Cobas, J.; Mendieta-Esteban, J.; Rolando, D. M. Y.; Javierre, B. M.; Atla, G.; Farabella, I.; Morgan, C. C.; Garcia-Hurtado, J.; Beucher, A.; Moran, I.; Pasquali, L.; Ramos, M.; Appel, E. V. R.; Linneberg, A.; Gjesing, A. P.; Witte, D. R.; Pedersen, O.; Garup, N.; Ravassard, P.; Torrents, D.; Mercader, J. M.; Piemonti, L.; Berney, T.; de Koning, E. J. P.; Kerr-Conte, J.; Pattou, F.; Fedko, I. O.; Prokopenko, I.; Hansen, T.; Marti-Renom, M. A.; Fraser, P.; Ferrer, J.",Jorge  Ferrer,"Section of Epigenomics and Disease, Department of Medicine, Imperial College London",2018-08-27,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/27/400291.source.xml,10.1038/s41588-019-0457-0
10.1101/400986,Bcl-xL inhibition enhances Dinaciclib-induced cell death in soft-tissue sarcomas.,"Rello-Varona, S.; Fuentes-Guirado, M.; Lopez-Alemany, R.; Contreras-Perez, A.; Mulet-Margalef, N.; Garcia-Monclus, S.; Tirado, O. M.; Garcia del Muro, X.",Santi  Rello-Varona,Bellvitge Biomedical Research Institute - IDIBELL,2018-08-27,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/27/400986.source.xml,10.1038/s41598-019-40106-7
10.1101/401133,Interferometric scattering microscopy reveals microsecond nanoscopic protein motion on a live cell membrane,"Taylor, R. W.; Gholami Mahmoodabadi, R.; Rauschenberger, V.; Giessl, A.; Schambony, A.; Sandoghdar, V.",Vahid  Sandoghdar,Max Planck Institute for the Science of Light,2018-08-27,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/27/401133.source.xml,10.1038/s41566-019-0414-6
10.1101/385401,Molecular mimicry in deoxy-nucleotide catalysis: the structure of Escherichia coli dGTPase reveals the molecular basis of dGTP selectivity,"Barnes, C. O.; Wu, Y.; Song, J.; Lin, G.; Baxter, E. L.; Brewster, A. S.; Nagarajan, V.; Holmes, A.; Soltis, M.; Gronenborn, A.; Ahn, J.; Cohen, A. E.; Calero, G.",Guillermo  Calero,"Department of Structural Biology, University of Pittsburgh School of Medicine, Pittsburgh, PA 15260",2018-08-27,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/27/385401.source.xml,NA
10.1101/401141,e-workflow for recording of glycomic mass spectrometric data in compliance with reporting guidelines,"Rojas-Macias, M. A.; Mariethoz, J.; Andersson, P.; Jin, C.; Venkatakrishnan, V.; Aoki, N. P.; Shinmachi, D.; Ashwood, C.; Madunic, K.; Zhang, T.; Miller, R. L.; Horlacher, O.; Struwe, W. B.; Levander, F.; Kolarich, D.; Rudd, P. M.; Wuhrer, M.; Kettner, C.; Packer, N. H.; Aoki-Kinoshita, K. F.; Lisacek, F.; Karlsson, N.",Niclas  Karlsson,University of Gothenburg,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401141.source.xml,NA
10.1101/401661,Aurora A inhibition limits centrosome clustering and promotes mitotic catastrophe in cells with supernumerary centrosomes,"Navarro-Serer, B.; Childers, E. P.; Hermance, N. M.; Mercadante, D.; Manning, A. L.",Amity L Manning,WPI,2018-08-27,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/27/401661.source.xml,10.18632/oncotarget.26714
10.1101/401539,Topokaryotyping demonstrates single cell variability and stress dependent variations in nuclear envelope associated domains,"Jurisic, A.; Robin, C.; Tarlykov, P.; Siggens, L.; Schoell, B.; Jauch, A.; Ekwall, K.; Sorensen, C. S.; Lipinski, M.; Shoaib, M.; Ogryzko, V.",Muhammad  Shoaib,"BRIC, Faculty of Health and Medical Sciences, University of Copenhagen, 2200, Copenhagen, Denmark",2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401539.source.xml,10.1093/nar/gky818
10.1101/401075,Label-free digital holographic microscopy reveals virus-induced cytopathic effects in live cells,"Yakimovich, A.; Witte, R.; Andriasyan, V.; Georgi, F.; Greber, U.",Urs F Greber,"Department of Molecular Life Sciences, University of Zurich",2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401075.source.xml,10.1128/mspheredirect.00599-18
10.1101/400820,Female-biased embryonic death from genomic instability-induced inflammation,"McNairn, A. J.; Chuang, C.-H.; Bloom, J. C.; Wallace, M. D.; Schimenti, J. C.",John C Schimenti,Cornell University,2018-08-27,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/27/400820.source.xml,10.1038/s41586-019-0936-6
10.1101/400127,Engineered transfer RNAs for suppression of premature termination codons,"Lueck, J. D.; Yoon, J. S.; Perales-Puchalt, A.; Mackey, A. L.; Infield, D. T.; Behlke, M. A.; Pope, M. R.; Weiner, D. B.; Skach, W. R.; McCray, P. B.; Ahern, C. A.",Christopher A Ahern,"Department of Molecular Physiology and Biophysics, Iowa Neuroscience Institute",2018-08-27,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/27/400127.source.xml,10.1038/s41467-019-08329-4
10.1101/401547,Modulation of the spontaneous hemodynamic response function across levels of consciousness,"Wu, G.-R.; Di Perri, C.; Charland-Verville, V.; Martial, C.; Laureys, S.; Marinazzo, D.",Daniele  Marinazzo,University of Ghent,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401547.source.xml,10.1016/j.neuroimage.2019.07.011
10.1101/400812,Multichannel Silicon Probes for Laminar Cortical and Hippocampal Recordings in Large Animals.,"Ulyanova, A. V.; Adam, C. D.; Koch, P. F.; Gagnon, K. G.; Grovola, M. R.; Cullen, D. K.; Chen, H. I.; Holtzmann, T.; Jameison, B.; Wolf, J. A.",John A. Wolf,"University of Pennsylvania, Corporal Michael J. Crescenz Veterans Affair Medical Center",2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/400812.source.xml,10.3389/fnins.2019.00397
10.1101/401000,Visual intensity ratio modulates operant learning responses in larval zebrafish,"Yang, W.; Meng, Y.; Li, D.; Wen, Q.",Quan  Wen,University of Science and Technology of China,2018-08-27,1,new results,animal behavior and cognition,https://www.biorxiv.org/content/early/2018/08/27/401000.source.xml,10.3389/fnbeh.2019.00004
10.1101/401000,Visual intensity ratio modulates operant learning responses in larval zebrafish,"Yang, W.; Meng, Y.; Li, D.; Wen, Q.",Quan  Wen,University of Science and Technology of China,2018-08-28,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/28/401000.source.xml,10.3389/fnbeh.2019.00004
10.1101/400671,A probable genetic origin for pit defects on the molars of Paranthropus robustus,"Towle, I.; Irish, J. D.",Ian  Towle,Liverpool John Moores University,2018-08-27,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/27/400671.source.xml,10.1016/j.jhevol.2019.01.002
10.1101/401182,Fungal growth is affected by and affects pH and redox potential (Eh) of the growth medium,"Bousset, L.; Ermel, M.; Soglonou, B.; Husson, O.",Lydia  Bousset,INRA,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401182.source.xml,NA
10.1101/401174,The context-dependent nature of the neural implementation of intentions,"Uithol, S.; Goergen, K.; Pischedda, D.; Toni, I.; Haynes, J.-D.",Sebo  Uithol,"Donders Institute, Radboud University Nijmegen",2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401174.source.xml,NA
10.1101/400721,Rapid prototyping of a multilayer microphysiological system for primary human intestinal epithelial culture,"Hosic, S.; Puzan, M. L.; Lake, W.; Zhou, F.; Koppes, R. A.; Breault, D. T.; Murthy, S. K.; Koppes, A. N.",Abigail N Koppes,Northeastern University Department of Chemical Engineering and Department of Biology,2018-08-27,1,new results,bioengineering,https://www.biorxiv.org/content/early/2018/08/27/400721.source.xml,10.1021/acsbiomaterials.0c00190
10.1101/401067,Learning dynamical information from static protein and sequencing data,"Pearce, P.; Woodhouse, F. G.; Forrow, A.; Kelly, A.; Kusumaatmaja, H.; Dunkel, J.",Jorn  Dunkel,Massachusetts Institute of Technology,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401067.source.xml,10.1038/s41467-019-13307-x
10.1101/401687,Cationic polymethacrylate-copolymer acts as an agonist for beta-amyloid and antagonist for amylin fibrillation,"Sahoo, B.; Genjo, T.; Stoddard, A.; Yasuhara, K.; Fierke, C. A.; Ramamoorthy, A.",Ayyalusamy  Ramamoorthy,University of Michigan,2018-08-27,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/27/401687.source.xml,10.1039/c8sc05771k
10.1101/401059,Quantifying the fitness of tissue-specific evolutionary trajectories by harnessing cancer’s repeatability at the genetic level,"Tokutomi, N.; Moyret-Lalle, C.; PUISIEUX, A.; Sugano, S.; Martinez, P.",Pierre  Martinez,"Cancer Research Centre of Lyon, INSERM 1052, CNRS 5286, Centre Leon Berard",2018-08-27,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/27/401059.source.xml,10.1111/eva.12781
10.1101/401257,Centromere repositioning induced by inner kinetochore impairment generates a meiosis barrier,"Lu, M.; He, X.",Xiangwei  He,"Zhejiang University, Life Sciences Institute",2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401257.source.xml,NA
10.1101/401562,Polarity signaling ensures epidermal homeostasis by coupling cellular mechanics and genomic integrity,"Dias Gomes, M.; Letzian, S.; Saynisch, M.; Iden, S.",Sandra  Iden,"CECAD, CMMC; University of Cologne",2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401562.source.xml,10.1038/s41467-019-11325-3
10.1101/401042,"Education, intelligence and Alzheimer’s disease: Evidence from a multivariable two-sample Mendelian randomization study","Anderson, E. L.; Howe, L. D.; Wade, K. H.; Ben-Shlomo, Y.; Hill, W. D.; Deary, I. J.; Sanderson, E. C.; Zheng, J.; Korologou-Linden, R.; Stergiakouli, E.; Davey Smith, G.; Davies, N. M.; Hemani, G.",Emma L Anderson,University of Bristol,2018-08-27,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/27/401042.source.xml,10.1093/ije/dyz280
10.1101/401299,The role of land use types and water chemical properties in structuring the microbiome of a connected lakes system,"Marmen, S.; Blank, L.; Al-Ashhab, A.; Malik, A.; Ganzert, L.; Lalzar, M.; Grossart, H.-P.; Sher, D.",Daniel  Sher,University of Haifa,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401299.source.xml,10.3389/fmicb.2020.00089
10.1101/398545,Infection dynamics in L. major autophagic machinery is regulated by ATG9-PI3P negative feedback loop,"Kosey, D.; Soni, B.; Nimsarkar, P.; Singh, S.",Shailza  Singh,"NCCS, PUNE",2018-08-27,1,new results,systems biology,https://www.biorxiv.org/content/early/2018/08/27/398545.source.xml,NA
10.1101/401091,Spatial neuronal synchronization and the waveform of oscillations: implications for EEG and MEG,"Schaworonkow, N.; Nikulin, V. V.",Natalie  Schaworonkow,Frankfurt Institute for Advanced Studies,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401091.source.xml,10.1371/journal.pcbi.1007055
10.1101/401422,The Emotional Glue of the Senses: Affective Certainty and Congruency in the Rubber Hand Illusion,"Filippetti, M. L.; Kirsch, L. P.; Crucianelli, L.; Fotopoulou, A.",Maria Laura  Filippetti,"Centre for Brain Science, Department of Psychology, University of Essex",2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401422.source.xml,NA
10.1101/401422,The Emotional Glue of the Senses: Affective Certainty and Congruency in the Rubber Hand Illusion,"Filippetti, M. L.; Kirsch, L. P.; Crucianelli, L.; Fotopoulou, A.",Maria Laura  Filippetti,"Centre for Brain Science, Department of Psychology, University of Essex",2018-08-28,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/28/401422.source.xml,NA
10.1101/399972,Reactivated spatial context guides episodic recall,"Herweg, N. A.; Sharan, A. D.; Sperling, M. R.; Brandt, A.; Schulze-Bonhage, A.; Kahana, M. J.",Nora A Herweg,University of Pennsylvania,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/399972.source.xml,10.1523/JNEUROSCI.1640-19.2019
10.1101/401760,"Parasite-mediated anorexia increases or decreases virulence evolution, depending on dietary context","Hite, J. L.; Cressler, C. E.",Jessica L. Hite,University of Nebraska-Lincoln,2018-08-27,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/27/401760.source.xml,NA
10.1101/400937,Sequencing of the MHC region defines HLA-DQA1 as the major independent risk for anti-citrullinated protein antibodies (ACPA)-positive rheumatoid arthritis in Han population,"Guo, J.; Zhang, T.; Cao, H.; Li, X.; Liang, H.; Liu, M.; Zou, Y.; Zhang, Y.; Sun, X.; Hu, F.; Du, Y.; Mo, X.; Liu, X.; Yang, Y.; Yang, H.; Wu, X.; Zhang, X.; Jia, H.; Jiang, H.; Hou, Y.; Liu, X.; Su, Y.; Zhang, M.; Yang, H.; Wang, J.; Sun, L.; Liu, L.; Padyukov, L.; Lai, L.; Yamamoto, K.; Zhang, X.; Klareskog, L.; Xu, X.; Li, Z.",Zhanguo  Li,"Department of Rheumatology and Immunology, Peking University People's Hospital",2018-08-27,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/27/400937.source.xml,10.1136/annrheumdis-2018-214725
10.1101/401489,Depletion of microbiome-derived molecules in the host using Clostridium genetics,"Guo, C.-J.; Allen, B.; Hiam, K.; Dodd, D.; van Treuren, W.; Higginbottom, S.; Fischer, C.; Sonnenburg, J.; Spitzer, M.; Fischbach, M.",Michael  Fischbach,Stanford University,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401489.source.xml,10.1126/science.aav1282
10.1101/400945,Real-time non-invasive intracranial state estimation using unscented Kalman filter,"Ryu, S.; Park, C.; Jung, B.; Lee, S.; Hong, C.; Kim, Y.; Lee, B.",Boreom  Lee,GIST,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/400945.source.xml,10.1109/tnsre.2019.2932273
10.1101/401331,A serial dilution method for assessment of microplastic toxicity in suspension,"Gerdes, Z.; Hermann, M.; Ogonowski, M.; Gorokhova, E.",Zandra  Gerdes,Stockholm University,2018-08-27,1,new results,pharmacology and toxicology,https://www.biorxiv.org/content/early/2018/08/27/401331.source.xml,NA
10.1101/401513,EVR: Reconstruction of Bacterial Chromosome 3D Structure Using Error-Vector Resultant Algorithm,"Hua, K.-J.; Ma, B.-G.",Bin-Guang  Ma,Huazhong Agricultural University,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401513.source.xml,10.1186/s12864-019-6096-0
10.1101/401349,"Where did you come from, where did you go: Refining Metagenomic Analysis Tools for HGT characterisation","Seiler, E.; Trappe, K.; Renard, B. Y.",Kathrin  Trappe,Robert Koch Institute,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401349.source.xml,10.1371/journal.pcbi.1007208
10.1101/397935,HTSlib-js: Developer toolkit for a client-side JavaScript interface for HTSlib,"Park, J.; Childs, L. H.; Schlesner, M.; Eils, R.",Roland  Eils,"Digital Health Center, Berlin Institute of Health (BIH) and Charite, Berlin, Germany",2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/397935.source.xml,NA
10.1101/401521,Zinc Boosts EGCG’s hIAPP Amyloid Inhibition Both in Solution and Membrane,"Lee, Y.-H.; Lin, Y.; Cox, S.; Kinoshita, M.; Sahoo, B.; Ivanova, M.; Ramamoorthy, A.",Ayyalusamy  Ramamoorthy,University of Michigan,2018-08-27,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/27/401521.source.xml,10.1016/j.bbapap.2018.11.006
10.1101/401554,"Detection of HPV16, HPV18, p16, and E6/E7 MRNA in Nasopharyngeal Cancer: A Systematic Review and Meta-Analysis","Tham, T.; Machado, R.; Khaymovich, J.; Costantino, P.",Tristan  Tham,New York Head & Neck Insititute,2018-08-27,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/27/401554.source.xml,NA
10.1101/401455,The Desmosome is a Mesoscale Lipid Raft-Like Membrane Domain,"Lewis, J. D.; Caldara, A. L.; Zimmer, S. E.; Seybold, A.; Strong, N. L.; Stahley, S. N.; Frangakis, A. S.; Levental, I.; Wahl, J. K.; Mattheyses, A. L.; Sasaki, T.; Nakabayashi, K.; Hata, K.; Matsubara, Y.; Ishida-Yamamoto, A.; Amagai, M.; Kubo, A.; Kowalczyk, A. P.",Andrew P Kowalczyk,Emory University School of Medicine,2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401455.source.xml,10.1091/mbc.e18-10-0649
10.1101/401570,A mutagenesis screen for essential plastid biogenesis genes in human malaria parasites,"Tang, Y.; Meister, T. R.; Walczak, M.; Pulkoski-Gross, M.; Hari, S. B.; Sauer, R. T.; Amberg-Johnson, K.; Yeh, E.",Ellen  Yeh,Stanford University,2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401570.source.xml,10.1371/journal.pbio.3000136
10.1101/401372,A unified model for microtubule rescue,"Fees, C. P.; Moore, J.",Jeffrey  Moore,University of Colorado School of Medicine,2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401372.source.xml,10.1091/mbc.e18-08-0541
10.1101/401356,Protect TUDCA stimulated CKD-derived hMSCs against the CKD-Ischemic disease via upregulation of PrPC,"Yoon, Y. M.; Kim, S.; Han, Y.-S.; Yun, C. W.; Lee, J. H.; Noh, H.; Lee, S. H.",Sang Hun  Lee,Soonchunhyang University College of Medicine,2018-08-27,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401356.source.xml,NA
10.1101/401679,Evaluation of RNA-seq normalization methods using challenging datasets,"Uebbing, S.",Severin  Uebbing,Yale University,2018-08-27,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/27/401679.source.xml,NA
10.1101/401323,"Antimicrobial, Antioxidant and Anti-Inflammatory Activities of Proteins of Phaseoulus lunatus (Fabaceae) Baby Lima Beans Produced in Ecuador","Tamayo, J.; Poveda, T.; Paredes, M.; Vasquez, G.; Calero-Caceres, W.",William  Calero-Caceres,Universidad Tecnica de Ambato,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401323.source.xml,NA
10.1101/401315,Repurposing of drugs as novel influenza inhibitors from clinical gene expression infection signatures,"Pizzorno, M. A.; Terrier, O.; Nicolas de Lamballerie, C.; Julien, T.; Padey, B.; Traversier, A.; Roche, M.; Hamelin, M.-E.; Rheaume, C.; Croze, S.; Escuret, V.; Poissy, J.; Lina, B.; Legras-Lachuer, C.; Textoris, J.; Boivin, G.; Rosa-Calatrava, M.",Olivier  Terrier,"Centre International de Recherche en Infectiologie (CIRI, Lyon)",2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401315.source.xml,10.3389/fimmu.2019.00060
10.1101/401109,Differential amplicons for the evaluation of RNA integrity extracted from complex environmental samples,"Cholet, F.; Ijaz, U. Z.; Smith, C. J.",Fabien  Cholet,University of Glasgow,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401109.source.xml,10.1111/1462-2920.14516
10.1101/401034,Haploinsufficiency of A20 impairs protein-protein interactome and leads into caspase-8-dependent enhancement of NLRP3 inflammasome activation,"Rajamäki, K.; Keskitalo, S.; Seppänen, M.; Kuismin, O.; Vähäsalo, P.; Trotta, L.; Väänänen, A.; Glumoff, V.; Keskitalo, P.; Kaarteenaho, R.; Jartti, A.; Hautala, N.; Jackson, P.; Nordström, D. C.; Saarela, J.; Hautala, T.; Eklund, K. K.; Varjosalo, M.",Markku  Varjosalo,"Institute of Biotechnology, Helsinki Institute of Life Science (HiLIFE), University of Helsinki",2018-08-27,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/27/401034.source.xml,10.1136/rmdopen-2018-000740
10.1101/401471,Inferring the molecular mechanisms of noncoding Alzheimer’s disease-associated genetic variants,"Amlie-Wolf, A.; Tang, M.; Way, J.; Dombroski, B.; Jiang, M.; Vrettos, N.; Chou, Y.-F.; Zhao, Y.; Kuzma, A.; Mlynarski, E. E.; Leung, Y. Y.; Brown, C. D.; Wang, L.-S.; Schellenberg, G. D.",Li-San  Wang,University of Pennsylvania,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401471.source.xml,10.3233/JAD-190568
10.1101/401729,The Signaling Pathways Project: an integrated ‘omics knowledgebase for mammalian cellular signaling pathways,"Ochsner, S.; Abraham, D.; Martin, K.; Ding, W.; McOwiti, A.; Wang, Z.; Andreano, K.; Hamilton, R.; Chen, Y.; Hamilton, A.; Gantner, M.; Dehart, M.; Qu, S.; Hilsenbeck, S.; Becnel, L.; Bridges, D.; Maayan, A.; Huss, J.; Stossi, F.; Foulds, C.; Kralli, A.; McDonnell, D.; McKenna, N.",Neil  McKenna,Baylor College of Medicine,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/401729.source.xml,10.1038/s41597-019-0193-4
10.1101/401729,The Signaling Pathways Project: an integrated ‘omics knowledgebase for mammalian cellular signaling pathways,"Ochsner, S.; Abraham, D.; Martin, K.; Ding, W.; McOwiti, A.; Wang, Z.; Andreano, K.; Hamilton, R.; Chen, Y.; Hamilton, A.; Gantner, M.; Dehart, M.; Qu, S.; Hilsenbeck, S.; Becnel, L.; Bridges, D.; Maayan, A.; Huss, J.; Stossi, F.; Foulds, C.; Kralli, A.; McDonnell, D.; McKenna, N.",Neil  McKenna,Baylor College of Medicine,2018-08-27,2,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/401729.source.xml,10.1038/s41597-019-0193-4
10.1101/400648,A new phylogenetic protocol: Dealing with model misspecification and confirmation bias in molecular phylogenetics,"Jermiin, L. S.; Catullo, R. A.; Holland, B. R.",Lars S Jermiin,Australian National University,2018-08-27,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/27/400648.source.xml,10.1093/nargab/lqaa041
10.1101/401810,SABER enables highly multiplexed and amplified detection of DNA and RNA in cells and tissues,"Kishi, J. Y.; Beliveau, B. J.; Lapan, S. W.; West, E. R.; Zhu, A.; Sasaki, H. M.; Saka, S. K.; Wang, Y.; Cepko, C. L.; Yin, P.",Peng  Yin,"Wyss Institute and Department of Systems Biology, Harvard Medical School",2018-08-27,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/27/401810.source.xml,10.1038/s41592-019-0404-0
10.1101/401604,CLIP-Seq and massively parallel functional analysis of the CELF6 RNA binding protein reveals a role in destabilizing synaptic gene mRNAs through interaction with 3’UTR elements in vivo,"Rieger, M. A.; King, D. M.; Cohen, B. A.; Dougherty, J. D.",Joseph D. Dougherty,Washington University in St. Louis,2018-08-27,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/27/401604.source.xml,10.1016/j.celrep.2020.108531
10.1101/401380,Reconstructing meaning from bits of information,"Kivisaari, S. L.; van Vliet, M.; Hulten, A.; Lindh-Knuutila, T.; Faisal, A.; Salmelin, R.",Sasa L Kivisaari,Aalto University,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401380.source.xml,10.1038/s41467-019-08848-0
10.1101/401802,Hepatocyte-Specific Hepatocyte Nuclear Factor 4 alpha (HNF4α) Deletion Decreases Resting Energy Expenditure By Disrupting Lipid and Carbohydrate Homeostasis,"Huck, I.; Morris, E. M.; Thyfault, J. P.; Apte, U.",Udayan  Apte,University of Kansas Medical Center,2018-08-27,1,new results,physiology,https://www.biorxiv.org/content/early/2018/08/27/401802.source.xml,10.3727/105221621X16153933463538
10.1101/400762,UNCROSS2: identification of cross-talk in 16S rRNA OTU tables,"Edgar, R.",Robert  Edgar,Independent Scientist,2018-08-27,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/27/400762.source.xml,NA
10.1101/401398,"Microsatellite primer development for invasive perennial herb, Gypsophila paniculata (Caryophyllaceae)","Leimbach-Maus, H. B.; Parks, S. R.; Partridge, C. G.",Hailee B Leimbach-Maus,Annis Water Resources Institute - Grand Valley State University,2018-08-27,1,new results,plant biology,https://www.biorxiv.org/content/early/2018/08/27/401398.source.xml,10.1002/aps3.1203
10.1101/401414,Direct observation of rotation-coupled protein diffusion along DNA on the microsecond timescale,"Marklund, E.; Amselem, E.; Kipper, K.; Zheng, X.; Johansson, M.; Deindl, S.; Elf, J.",Johan  Elf,"Department of Cell and Molecular Biology, Uppsala University, Uppsala, Sweden",2018-08-27,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/27/401414.source.xml,NA
10.1101/401166,The influence of X chromosome variants on trait neuroticism.,"Luciano, M.; Davies, G.; Summers, K.; Hill, W. D.; Hayward, C.; Liewald, D.; Porteous, D. J.; Gale, C.; McIntosh, A. M.; Deary, I.",Michelle  Luciano,University of Edinburgh,2018-08-27,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/27/401166.source.xml,10.1038/s41380-019-0388-2
10.1101/401828,Enabling tools for Toxoplasma glycobiology,"Gas-Pascual, E.; Ichikawa, H. T.; Sheikh, M. O.; Serji, M. I.; Deng, B.; Mandalasi, M.; Bandini, G.; Samuelson, J.; Wells, L.; West, C. M.",Christopher M. West,University of Georgia,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/401828.source.xml,NA
10.1101/400960,The Mycobacterium tuberculosisphosphate-sensing Pst/SenX3-RegX3 system regulates ESX-5 secretion to evade host immunity,"Elliott, S. R.; White, D. W.; Tischler, A. D.",Anna D.  Tischler,University of Minnesota,2018-08-27,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/27/400960.source.xml,NA
10.1101/401919,Ventral tegmental area astrocytes orchestrate avoidance and approach behavior,"Gomez, J. A.; Perkins, J.; Beaudoin, G.; Cook, N.; Quraishi, S. A.; Szoeke, E.; Wanat, M. J.; Paladini, C. A.",Carlos A Paladini,UTSA,2018-08-27,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/401919.source.xml,10.1038/s41467-019-09131-y
10.1101/401794,Self-organization controls expression more than abundance of molecular components of transcription and translation in confined cell-free gene expression,"Caveney, P.; Dabbs, R.; Chauhan, G.; Norred, S.; Collier, P.; Abel, S.; Simpson, M.",Michael  Simpson,University of Tennessee Knoxville/Oak Ridge National Laboratory,2018-08-28,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/28/401794.source.xml,NA
